window,ql,qh,model,criterion,pinball_ql,pinball_qh,pinball_sum,coverage,cum_return,avg_return,annualized_return,long_annualized_return,short_annualized_return
13,0.1,0.9,QRT_leaf,r2,0.009579711516063634,0.00785887005811596,0.017438581574179594,0.7959781335415853,-3.606319999829134,-0.0007040843420205288,0.0,-0.021077444714106774,0.0
13,0.1,0.9,QRF_leaf,r2,0.007380752949054123,0.0074453482652896905,0.014826101214343813,0.802616165560328,2.6811091356493244,0.0005234496555348146,0.06621769670511957,0.06974194764873043,-0.014402557332183652
14,0.1,0.9,QRT_leaf,r2,0.007253967629793276,0.009867969741912027,0.017121937371705302,0.7477665842995628,-4.431372223657911,-0.0008423060679828748,0.0,0.1241752542518253,0.0
14,0.1,0.9,QRF_leaf,r2,0.007209900781197734,0.009093794761501664,0.0163036955426994,0.7532788443261738,22.188971874874333,0.004217633886119446,0.16250944610327323,0.16250944610327323,0.0
15,0.1,0.9,QRT_leaf,r2,0.009262480545414967,0.008136187231907127,0.017398667777322095,0.7674173117522871,-7.408521982930125,-0.0013033993636400714,0.0,0.0,0.026947416693932524
15,0.1,0.9,QRF_leaf,r2,0.007143565337591668,0.007438764121939385,0.014582329459531054,0.7830752990851513,-8.597987460757121,-0.0015126649297602251,0.0,0.0,0.0
16,0.1,0.9,QRT_leaf,r2,0.008576972466646921,0.008626083207342155,0.017203055673989075,0.732860909690178,0.340316850143933,5.608385796702516e-05,0.01223847757685026,0.049154851333645055,0.0
16,0.1,0.9,QRF_leaf,r2,0.00849672149073588,0.00825034516628912,0.016747066657025002,0.7358272907053395,4.661648745056653,0.0007682347964826362,0.07465538252548698,0.07465538252548698,0.0
17,0.1,0.9,QRT_leaf,r2,0.008441895382144966,0.00813285398309811,0.01657474936524308,0.7585602802994107,-3.5942234085221116,-0.0005724197178726108,0.0,0.0,0.06316573741582787
17,0.1,0.9,QRF_leaf,r2,0.008162547213162992,0.00808612271461396,0.016248669927776953,0.7631788501353719,-12.41535230124407,-0.001977281780736433,0.0,0.0,0.0
18,0.1,0.9,QRT_leaf,r2,0.011578588253223525,0.01234999958686553,0.023928587840089055,0.6210200927357032,13.0559353177972,0.002017918905378223,0.10842926621608773,0.1261543758356931,0.0
18,0.1,0.9,QRF_leaf,r2,0.010975752649758,0.012365432559169115,0.023341185208927112,0.6134466769706337,21.114369879612777,0.0032634265656279636,0.12816786121444967,0.12817623417749613,-0.00016447534241281758
19,0.1,0.9,QRT_leaf,r2,0.008552081316697564,0.008992211464101773,0.017544292780799338,0.8111609367214748,14.924093805709111,0.0018590052074874248,0.09076868088201939,0.09357569657300724,0.0
19,0.1,0.9,QRF_leaf,r2,0.008777487227412506,0.008824582087884931,0.01760206931529744,0.7820129546586946,16.299844502407236,0.0020303742529157232,0.0936095931149421,0.0936095931149421,0.0
20,0.1,0.9,QRT_leaf,r2,0.010210571152243586,0.01079184896009885,0.021002420112342435,0.7188574451203386,0.5802193494303626,7.67282927043431e-05,0.01536493355151558,0.03847386423159782,0.0
20,0.1,0.9,QRF_leaf,r2,0.01040662071416561,0.010802207944659265,0.021208828658824876,0.7213700079344089,-1.5600504302263354,-0.0002063012999505327,0.0,0.0,0.0
